CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,date,C1M_School closing,C1M_Flag,C2M_Workplace closing,C2M_Flag,C3M_Cancel public events,C3M_Flag,C4M_Restrictions on gatherings,C4M_Flag,C5M_Close public transport,C5M_Flag,C6M_Stay at home requirements,C6M_Flag,C7M_Restrictions on internal movement,C7M_Flag,C8EV_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6M_Facial Coverings,H6M_Flag,H7_Vaccination policy,H7_Flag,H8M_Protection of elderly people,H8M_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_Average,StringencyIndex_Average_ForDisplay,GovernmentResponseIndex_Average,GovernmentResponseIndex_Average_ForDisplay,ContainmentHealthIndex_Average,ContainmentHealthIndex_Average_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
Germany,DEU,,,NAT_TOTAL,2020-11-14,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,773556,12378,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-15,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,790503,12485,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-16,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,801327,12547,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-17,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,815746,12814,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-18,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,833307,13119,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-19,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,855916,13370,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-20,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,879564,13630,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-21,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,902528,13884,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-22,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,918269,14022,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-23,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,929133,14112,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-24,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,942687,14361,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-25,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,961320,14771,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-26,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,983588,15160,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-27,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1006394,15586,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-28,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1028089,15965,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-29,1.00,1,2.00,1,2.00,1,4.00,1,0.00,,1.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1042700,16123,NV,0.00,62.04,62.04,55.21,55.21,57.74,57.74,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-11-30,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1053869,16248,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-1,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1067473,16636,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-2,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1084743,17123,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-3,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1106789,17602,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-4,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1130238,18034,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-5,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1153556,18517,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-6,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1171323,18772,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-7,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,2.00,1,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1183655,18919,NV,0.00,67.59,67.59,59.90,59.90,61.31,61.31,50.00,50.00
Germany,DEU,,,NAT_TOTAL,2020-12-8,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1197709,19342,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-9,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1218524,19932,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-10,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1242203,20372,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-11,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1272078,20970,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-12,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1300516,21466,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-13,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1320716,21787,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-14,1.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1337078,21975,NV,0.00,67.59,67.59,55.21,55.21,61.31,61.31,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-15,3.00,1,2.00,1,2.00,1,4.00,1,1.00,1,1.00,1,1.00,1,3.00,1.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1351510,22475,NV,0.00,75.00,75.00,59.38,59.38,66.07,66.07,12.50,12.50
Germany,DEU,,,NAT_TOTAL,2020-12-16,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,0,0,,,0,0,0,0,1,0,1379238,23427,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-17,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,342890.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1406161,24125,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-18,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1439938,24938,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-19,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1471238,25640,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-20,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1494009,26049,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-21,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1510652,26275,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-22,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1530180,27006,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-23,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1554920,27968,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-24,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1587115,28770,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-25,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,0,,,0,0,0,0,1,0,1587115,28770,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-26,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,0.00,,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1627103,29422,NV,0.00,82.41,82.41,66.67,66.67,70.83,70.83,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-27,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1640858,29778,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-28,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1651834,30126,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-29,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1664726,30978,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-30,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1687185,32107,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2020-12-31,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1719737,33071,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-1,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1719737,33071,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-2,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1755351,33960,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-3,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1765666,34272,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-4,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,1.00,1,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,2.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1775513,34574,NV,0.00,82.41,82.41,69.17,69.17,73.69,73.69,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-5,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1787410,35518,NV,0.00,85.19,85.19,67.60,67.60,71.90,71.90,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-6,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1808647,36537,NV,0.00,85.19,85.19,67.60,67.60,71.90,71.90,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-7,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1835038,37607,NV,0.00,85.19,85.19,67.60,67.60,71.90,71.90,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-8,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1866887,38795,NV,0.00,85.19,85.19,67.60,67.60,71.90,71.90,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-9,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,1,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1891581,39878,NV,0.00,85.19,85.19,67.60,67.60,71.90,71.90,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-10,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1908527,40343,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-11,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1921024,40686,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-12,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1933826,41577,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-13,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1953426,42637,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-14,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,1978590,43881,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-15,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,2000958,44994,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-16,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,2019636,45974,NV,0.00,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-17,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,2033518,46419,NV,0.02,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
Germany,DEU,,,NAT_TOTAL,2021-1-18,3.00,1,3.00,1,2.00,1,4.00,1,1.00,1,2.00,0,2.00,0,3.00,2.00,0,0.00,0.00,0.00,2.00,1,1.00,1.00,0.00,0.00,2.00,1,2.00,1,2.00,1,,1,1,80+ yrs,80+ yrs,0,0,0,1,5,0,2040659,46633,NV,0.04,83.33,83.33,66.56,66.56,70.71,70.71,37.50,37.50
